ano,id_municipio,taxa_bruta_matricula_pre_escola,numero_absoluto_bruto_matricula_pre_escola,taxa_liquida_matricula_pre_escola,numero_absoluto_liquido_matricula_pre_escola
2012,5007406,56.4,342,42.9,260
2013,5007406,57.5,355,55.1,340
2014,5007406,66.3,410,62.9,389
2015,5007406,62.7,389,55.9,347
2016,5007406,62.3,388,59.9,373
2017,5007406,63.5,396,58.7,366
2018,5007406,69.6,437,65.2,409
2019,5007406,82.7,521,71.6,451
2010,5007505,49.7,84,46.2,78
2011,5007505,49,77,46.5,73
2012,5007505,48.7,77,41.1,65
2013,5007505,48,78,46.8,76
2014,5007505,46.3,76,41.5,68
2015,5007505,67.1,111,56.8,94
2016,5007505,68.9,115,59.9,100
2017,5007505,67.7,114,60.6,102
2018,5007505,58.8,100,51.7,88
2019,5007505,61.8,107,56.6,98
2010,5007554,31.4,69,6.4,14
2011,5007554,25.5,56,6.4,14
2012,5007554,28.1,62,7.2,16
2013,5007554,60.1,136,55.2,125
2014,5007554,53.5,122,50,114
2015,5007554,52.7,121,49.7,114
2016,5007554,70.6,163,60.6,140
2017,5007554,80.9,188,74.4,173
2018,5007554,72.5,170,66.1,155
2019,5007554,75.4,178,67.4,159
2010,5007695,89.1,652,59,432
2011,5007695,90.2,653,54.3,393
2012,5007695,88.5,652,57,420
2013,5007695,90.4,696,77.7,598
2014,5007695,90.2,708,79.4,623
2015,5007695,91.3,730,79.8,638
2016,5007695,99.2,808,86,701
2017,5007695,100.1,830,88.8,736
2018,5007695,102.2,863,93.8,792
2019,5007695,112.2,962,102.8,881
2010,5007703,54.3,178,53,174
2011,5007703,53.1,188,53.1,188
2012,5007703,61.7,219,59.7,212
2013,5007703,62.7,225,44.6,160
2014,5007703,54.7,196,40.8,146
2015,5007703,53.4,191,41.4,148
2016,5007703,60.5,216,48.2,172
2017,5007703,49.7,177,44.4,158
2018,5007703,45.4,162,42.3,151
2019,5007703,59,210,52.5,187
2010,5007802,93.1,162,58,101
2011,5007802,127.2,201,70.9,112
2012,5007802,140.5,222,92.4,146
2013,5007802,141.9,228,105.1,169
2014,5007802,140.3,226,101.8,164
2015,5007802,140,226,105.3,170
2016,5007802,140.9,228,100.8,163
2017,5007802,141.3,229,109.2,177
2018,5007802,154.7,252,125.8,205
2019,5007802,131.1,214,120.7,197
2010,5007901,56,848,41.8,633
2011,5007901,66.4,934,45.8,645
2012,5007901,63.8,926,42.5,616
2013,5007901,64,992,60.2,933
2014,5007901,67.1,1077,62,995
2015,5007901,71.5,1185,64.8,1074
2016,5007901,69.4,1187,63.1,1079
2017,5007901,67.5,1190,60.5,1065
2018,5007901,69.4,1257,62.8,1137
2019,5007901,69.1,1286,62.5,1163
2010,5007935,68.5,406,44.7,265
2011,5007935,83.5,450,54,291
2012,5007935,84.1,465,52.6,291
2013,5007935,78.9,462,70.7,414
2014,5007935,73.7,444,63.6,383
2015,5007935,69.2,428,63.1,390
2016,5007935,68.5,435,63.5,403
2017,5007935,67.2,437,61.8,402
2018,5007935,66.5,443,60.1,400
2019,5007935,62.6,427,58.1,396
2010,5007950,44.5,225,28.7,145
2011,5007950,35.3,165,33.4,156
2012,5007950,53.3,252,34.7,164
2013,5007950,35.8,175,34.4,168
2014,5007950,54,267,51.2,253
2015,5007950,53.4,267,47.8,239
2016,5007950,43.3,219,41.1,208
2017,5007950,49.3,252,43.8,224
2018,5007950,52.6,272,47.9,248
2019,5007950,58.9,308,51.4,269
2010,5007976,75.4,92,61.5,75
2011,5007976,82.1,96,57.3,67
2012,5007976,81.2,95,65.8,77
2013,5007976,86.9,103,83.5,99
2014,5007976,69.1,82,67.5,80
2015,5007976,72.5,86,67.5,80
2016,5007976,73.4,87,73.4,87
2017,5007976,76.7,91,75,89
2018,5007976,85.7,102,76.5,91
2019,5007976,87.3,104,78,93
2010,5008008,57.7,318,41.9,231
2011,5008008,55.5,314,28.4,161
2012,5008008,54.6,316,30.6,177
2013,5008008,55.9,341,51.5,314
2014,5008008,54.2,339,51.1,320
2015,5008008,49.7,319,39.8,255
2016,5008008,47.4,311,39.3,258
2017,5008008,54.5,366,50.6,340
2018,5008008,55.4,380,50.7,348
2019,5008008,53.7,377,49.4,347
2010,5008305,81.9,2518,55.2,1697
2011,5008305,89.2,2692,57.3,1729
2012,5008305,93.6,2871,60.9,1866
2013,5008305,94.3,3013,82.3,2629
2014,5008305,103.6,3372,91.5,2978
2015,5008305,95.4,3159,86.7,2871
2016,5008305,96.3,3242,89,2998
2017,5008305,106.7,3651,96.5,3303
2018,5008305,106.3,3701,96.6,3362
2019,5008305,108.3,3830,98.3,3478
2010,5008404,82.5,141,77.2,132
2011,5008404,97.4,147,93.4,141
2012,5008404,95.4,144,94.7,143
2013,5008404,99.8,153,82.8,127
2014,5008404,89.2,137,68.4,105
2015,5008404,89.1,137,63.1,97
2016,5008404,95.5,147,76.7,118
2017,5008404,91.5,141,66.2,102
2018,5008404,97.6,151,71.7,111
2019,5008404,98.9,154,73.2,114
2010,5100102,81.8,139,44.1,75
2011,5100102,91.7,155,58,98
2012,5100102,95.2,159,47.9,80
2013,5100102,61.5,102,56.7,94
2014,5100102,77.1,127,66.8,110
2015,5100102,66.6,109,55.6,91
2016,5100102,97.6,158,91.5,148
2017,5100102,107.6,173,97,156
2018,5100102,104.5,173,91.8,152
2019,5100102,111.6,184,92.2,152
2010,5100201,90.8,641,57.4,405
2011,5100201,94.3,665,58.4,412
2012,5100201,78.3,564,47.4,341
2013,5100201,80.6,601,68.4,510
2014,5100201,87,663,72.4,552
2015,5100201,92.7,722,77.2,601
2016,5100201,98.6,783,80.7,641
2017,5100201,97.8,792,83.7,678
2018,5100201,84.3,703,77.9,650
2019,5100201,91.3,776,84.1,715
2010,5100250,79.7,1238,50.6,786
2011,5100250,82.2,1253,52.4,799
2012,5100250,85,1300,53.5,818
2013,5100250,83.8,1288,79.3,1219
2014,5100250,88.5,1363,82.9,1278
2015,5100250,91.7,1416,86.7,1339
2016,5100250,94.2,1457,89.4,1383
2017,5100250,89.1,1382,82.7,1283
2018,5100250,85.9,1369,79.4,1266
2019,5100250,92.8,1485,84.8,1356
2010,5100300,71.8,342,47.1,224
2011,5100300,72.8,364,45.8,229
2012,5100300,71.7,365,46.4,236
2013,5100300,76.1,400,66.4,349
2014,5100300,87,467,79.6,427
2015,5100300,80,438,72.7,398
2016,5100300,84.6,472,77.8,434
2017,5100300,85.2,484,76.4,434
2018,5100300,79,462,72.5,424
2019,5100300,72.1,429,68,405
2010,5100359,67.4,161,43.9,105
2011,5100359,60.5,141,34.8,81
2012,5100359,49.4,119,33.2,80
2013,5100359,44.8,113,41.3,104
2014,5100359,45.9,119,43.5,113
2015,5100359,41.2,110,39.7,106
2016,5100359,58.8,161,57.3,157
2017,5100359,59.2,166,54.5,153
2018,5100359,49.5,143,46,133
2019,5100359,61.1,181,54.7,162
2010,5100409,83.9,266,53.6,170
2011,5100409,70.2,245,44.7,156
2012,5100409,78.2,277,55.1,195
2013,5100409,77.5,281,73.4,266
2014,5100409,75.9,279,71.8,264
2015,5100409,81.2,303,78,291
2016,5100409,86.5,327,78.8,298
2017,5100409,73.9,283,65,249
2018,5100409,78.4,309,72.3,285
2019,5100409,90.6,362,84.1,336
2010,5100508,43.7,156,28.9,103
2011,5100508,54.2,180,30.1,100
2012,5100508,49.4,166,34.5,116
2013,5100508,56.1,192,53.5,183
2014,5100508,60.4,209,58.7,203
2015,5100508,55.2,193,53.2,186
2016,5100508,52.7,186,48.7,172
2017,5100508,56.4,201,51.6,184
2018,5100508,50.4,185,48.2,177
2019,5100508,55.8,207,49.4,183
2010,5100607,101.2,253,65.6,164
2011,5100607,53.8,147,20.5,56
2012,5100607,96.5,273,60.1,170
2013,5100607,106.4,317,97.7,291
2014,5100607,99.7,307,90.3,278
2015,5100607,94.7,301,90,286
2016,5100607,91.4,299,82.8,271
2017,5100607,97.5,328,90.6,305
2018,5100607,100.4,348,93.4,324
2019,5100607,91.8,327,85.3,304
2010,5100805,63.5,195,38.1,117
2011,5100805,71,228,43.3,139
2012,5100805,59.9,196,40.4,132
2013,5100805,52.7,177,49.1,165
2014,5100805,54.2,185,52.1,178
2015,5100805,54.2,188,50.7,176
2016,5100805,58.4,206,55.3,195
2017,5100805,55.6,199,52.8,189
2018,5100805,61.1,225,57.3,211
2019,5100805,57.2,214,52.1,195
2010,5101001,52.7,48,46.2,42
2011,5101001,103.3,95,75,69
2012,5101001,97.8,88,75.6,68
2013,5101001,99.8,89,80.8,72
2014,5101001,93.9,83,67.8,60
2015,5101001,94.6,83,77.5,68
2016,5101001,86.2,75,85,74
2017,5101001,98.4,85,93.8,81
2018,5101001,113.8,101,110.4,98
2019,5101001,122.4,108,114.5,101
2010,5101209,0,0,0,0
2011,5101209,86.7,26,53.3,16
2012,5101209,78.6,22,60.7,17
2013,5101209,84.9,23,77.5,21
2014,5101209,94.5,25,94.5,25
2015,5101209,85.2,22,81.3,21
2016,5101209,99.1,25,99.1,25
2017,5101209,113.6,28,105.5,26
2018,5101209,106.7,27,87,22
2019,5101209,105.1,26,97,24
2010,5101258,90.4,461,62.9,321
2011,5101258,98.1,465,60.5,287
2012,5101258,88.3,422,56.9,272
2013,5101258,88.4,428,81.7,396
2014,5101258,84.4,412,76,371
2015,5101258,86.6,426,80.9,398
2016,5101258,93.8,463,84.2,416
2017,5101258,85.9,427,78.8,392
2018,5101258,80,409,71.7,367
2019,5101258,82.4,425,74.7,385
2010,5101308,89.2,296,55.1,183
2011,5101308,78.5,260,54.4,180
2012,5101308,84.1,275,55.4,181
2013,5101308,89.2,287,82.1,264
2014,5101308,83.8,266,80.3,255
2015,5101308,87.1,273,82.7,259
2016,5101308,86,266,80.5,249
2017,5101308,90.7,277,87.4,267
2018,5101308,104.5,328,95,298
2019,5101308,98.6,306,89.3,277
2010,5101407,59.7,421,28.2,199
2011,5101407,85.3,556,53.8,351
2012,5101407,88.1,585,48.3,321
2013,5101407,87.6,599,83.8,573
2014,5101407,84,585,80.1,558
2015,5101407,76.7,544,73.2,519
2016,5101407,85.5,617,80.3,579
2017,5101407,81.6,598,75.6,554
2018,5101407,83.5,630,76.5,577
2019,5101407,92.1,707,81.7,627
2010,5101605,76.7,191,53,132
2011,5101605,59.3,150,40.3,102
2012,5101605,71.5,181,50.6,128
2013,5101605,87.5,221,82,207
2014,5101605,71.1,179,64.7,163
2015,5101605,68.1,171,64.5,162
2016,5101605,68.7,181,66.1,174
2017,5101605,74.6,196,66.6,175
2018,5101605,58.4,167,53.5,153
2019,5101605,59.5,170,53.9,154
2010,5101704,72.3,863,46.4,554
2011,5101704,87.6,971,56,620
2012,5101704,82.3,921,54,604
2013,5101704,89.5,1019,83.4,949
2014,5101704,89.8,1033,82.3,947
2015,5101704,83.7,972,76.6,890
2016,5101704,85.3,980,77.7,893
2017,5101704,79.8,925,71.3,827
2018,5101704,78.4,935,69.1,824
2019,5101704,83.8,1010,76.6,923
2010,5101803,80.7,1388,51.4,885
2011,5101803,91.3,1538,57.2,963
2012,5101803,84.7,1435,53.9,914
2013,5101803,88.9,1522,84.2,1441
2014,5101803,98.2,1689,94,1617
2015,5101803,94,1626,88.1,1523
2016,5101803,96,1669,91.4,1589
2017,5101803,101.5,1772,95,1660
2018,5101803,102.9,1849,96.7,1738
2019,5101803,105.5,1907,98.3,1776
2010,5101852,93.1,188,55.9,113
2011,5101852,101,193,52.9,101
2012,5101852,95.9,187,56.4,110
2013,5101852,107.4,217,99,200
2014,5101852,110.8,229,93.4,193
2015,5101852,109.3,231,95.6,202
2016,5101852,100.2,216,87.2,188
2017,5101852,124.6,274,98.7,217
2018,5101852,114.4,259,98.5,223
2019,5101852,109.1,252,101.3,234
2010,5101902,50.2,316,33.5,211
2011,5101902,59.7,354,34.9,207
2012,5101902,50.7,308,28.7,174
2013,5101902,49.9,316,47.2,299
2014,5101902,47.9,312,45.6,297
2015,5101902,53.6,358,50.9,340
2016,5101902,58.6,401,55.8,382
2017,5101902,55.7,390,51.1,358
2018,5101902,59.2,427,52,375
2019,5101902,56.8,419,49.7,367
2010,5102504,76.5,2470,49.8,1610
2011,5102504,78.3,2393,50.1,1530
2012,5102504,81.1,2489,52.5,1613
2013,5102504,79,2447,74.1,2296
2014,5102504,78,2426,72.8,2265
2015,5102504,75.9,2373,71.2,2227
2016,5102504,77.4,2428,72.2,2265
2017,5102504,82.5,2601,75.3,2375
2018,5102504,81.2,2631,73.4,2380
2019,5102504,83.9,2736,75.6,2463
2010,5102603,32.3,274,18.9,160
2011,5102603,35.5,314,21.2,187
2012,5102603,36.3,323,22.9,204
2013,5102603,57.2,517,50.9,460
2014,5102603,66.2,605,61.8,564
2015,5102603,57.9,534,53.6,494
2016,5102603,66.7,621,61.2,569
2017,5102603,68.6,644,60.9,572
2018,5102603,64.3,621,57.7,557
2019,5102603,64.6,630,56.2,548
2010,5102637,87.9,868,57.8,570
2011,5102637,89.1,856,58.1,558
2012,5102637,94.1,927,61.4,605
2013,5102637,97.3,1000,90.9,934
2014,5102637,98.5,1040,91.7,968
2015,5102637,95,1029,88.8,962
2016,5102637,107,1188,98.5,1094
2017,5102637,108.6,1234,99.2,1127
2018,5102637,117.6,1377,105.9,1240
2019,5102637,121,1449,110.3,1321
2010,5102678,73.7,868,40.2,473
2011,5102678,81.4,928,47.5,541
2012,5102678,72.5,854,45,530
2013,5102678,76.5,950,71.8,891
2014,5102678,84.3,1083,79.8,1025
2015,5102678,80.6,1068,75.9,1006
2016,5102678,79.7,1079,74.2,1005
2017,5102678,94.8,1321,86.5,1205
2018,5102678,90.3,1351,81.2,1215
2019,5102678,94.5,1453,85.8,1318
2010,5102686,86.5,186,50.7,109
2011,5102686,101,205,59.1,120
2012,5102686,110,230,77,161
2013,5102686,109.2,240,95.5,210
2014,5102686,118.5,269,96,218
2015,5102686,101.2,237,97.8,229
2016,5102686,108.3,261,102.9,248
2017,5102686,119.5,296,112.2,278
2018,5102686,114.4,292,105,268
2019,5102686,115.2,302,107.6,282
2010,5102694,89.7,174,58.8,114
2011,5102694,47.9,91,15.8,30
2012,5102694,76.1,143,51.6,97
2013,5102694,75.4,141,71.2,133
2014,5102694,67.8,126,60.2,112
2015,5102694,79.5,147,78.4,145
2016,5102694,73.4,135,69,127
2017,5102694,82,150,78.1,143
2018,5102694,75.5,142,71.2,134
2019,5102694,67.7,127,61.9,116
2010,5102702,75,502,46.6,312
2011,5102702,78.5,533,45.9,312
2012,5102702,68,468,42.3,291
2013,5102702,71.4,502,63.7,448
2014,5102702,84.8,604,74.9,534
2015,5102702,76.1,549,67.3,486
2016,5102702,79.5,581,71.4,522
2017,5102702,86.4,639,77.2,571
2018,5102702,86.6,659,76.8,585
2019,5102702,90.8,700,81.3,627
2010,5102793,73,267,40.2,147
2011,5102793,87.9,283,56.5,182
2012,5102793,73.7,235,37.9,121
2013,5102793,74.5,234,70.4,221
2014,5102793,73.5,228,70,217
2015,5102793,81.3,249,76.7,235
2016,5102793,74.5,226,67,203
2017,5102793,79.1,237,71.8,215
2018,5102793,87.7,270,79.6,245
2019,5102793,108,329,86,262
2010,5102850,40.6,129,24.8,79
2011,5102850,62.5,172,36.7,101
2012,5102850,37.6,103,20.4,56
2013,5102850,44.2,122,39.2,108
2014,5102850,73,202,69,191
2015,5102850,67.4,187,63.4,176
2016,5102850,58.9,164,54.6,152
2017,5102850,67.3,188,63.4,177
2018,5102850,76.3,219,68.6,197
2019,5102850,74.9,216,69.7,201
2010,5103007,73.9,439,49.2,292
2011,5103007,81.5,448,48.7,268
2012,5103007,77.1,428,49,272
2013,5103007,73.9,416,70,394
2014,5103007,86.8,493,83,471
2015,5103007,77.1,441,73.2,419
2016,5103007,74.3,430,68.1,394
2017,5103007,83.9,489,77,449
2018,5103007,83.4,500,76.2,457
2019,5103007,83.9,507,76.3,461
2010,5103056,85.4,322,57,215
2011,5103056,88.4,311,52.3,184
2012,5103056,91,323,53.5,190
2013,5103056,78.6,283,72.8,262
2014,5103056,73.9,268,71.4,259
2015,5103056,75.2,275,71.7,262
2016,5103056,74.9,276,69.5,256
2017,5103056,73.1,271,67.1,249
2018,5103056,71.8,274,68.7,262
2019,5103056,82.7,318,77,296
2010,5103106,44.5,81,14.8,27
2011,5103106,41.3,81,15.3,30
2012,5103106,46.4,91,19.4,38
2013,5103106,38.2,75,35.6,70
2014,5103106,53.4,105,36.6,72
2015,5103106,76.8,151,72.7,143
2016,5103106,83.3,164,77.7,153
2017,5103106,77.7,153,71.6,141
2018,5103106,76.1,154,66.7,135
2019,5103106,82.9,168,78.4,159
2010,5103205,74.1,681,48.7,448
2011,5103205,82.7,731,51.5,455
2012,5103205,85.4,760,55.6,495
2013,5103205,86.5,778,82.4,741
2014,5103205,84.4,764,79.5,720
2015,5103205,79.3,722,76.9,700
2016,5103205,85.8,787,81.6,748
2017,5103205,86.1,794,81.3,750
2018,5103205,85.5,811,81.6,774
2019,5103205,90.4,863,83.4,796
2010,5103254,44.3,490,27,299
2011,5103254,45.9,512,26.5,295
2012,5103254,45.5,530,25.4,296
2013,5103254,45,561,42.6,531
2014,5103254,41.7,543,40.4,526
2015,5103254,35.6,483,33.7,457
2016,5103254,46.6,657,43.7,616
2017,5103254,52.7,770,49.3,721
2018,5103254,53.5,805,48.7,733
2019,5103254,50.4,786,45.5,710
2010,5103304,58.4,424,33.9,246
2011,5103304,74.5,522,45.4,318
2012,5103304,63.6,452,36.1,257
2013,5103304,58,421,54.1,393
2014,5103304,60.1,442,56.8,418
2015,5103304,57.6,429,53.4,398
2016,5103304,73.1,549,67,503
2017,5103304,75.3,572,67.3,511
2018,5103304,70.2,549,63.8,499
2019,5103304,68.2,540,62.5,495
2010,5103353,74.7,754,44.9,453
2011,5103353,85.6,833,50.8,494
2012,5103353,73.5,731,44.3,440
2013,5103353,70.7,727,65.5,674
2014,5103353,78,820,72.6,764
2015,5103353,70.2,754,65.4,703
2016,5103353,73.8,809,67.7,742
2017,5103353,82.4,921,75.5,843
2018,5103353,86.4,994,78.9,907
2019,5103353,91.2,1069,80.8,947
2010,5103361,106.7,127,70.6,84
2011,5103361,89.5,111,50.8,63
2012,5103361,105.6,133,62.7,79
2013,5103361,99.5,129,67.1,87
2014,5103361,111.4,147,82.6,109
2015,5103361,102.8,138,75.2,101
2016,5103361,76.2,104,72.5,99
2017,5103361,84.3,117,73.5,102
2018,5103361,65.1,93,60.2,86
2019,5103361,96.5,140,88.9,129
2010,5103379,62,390,35.5,223
2011,5103379,58.6,373,33.1,211
2012,5103379,57.1,374,36,236
2013,5103379,56,385,43.8,301
2014,5103379,53.1,376,40.9,290
2015,5103379,51.3,374,40,292
2016,5103379,52.2,391,42.2,316
2017,5103379,39.9,307,37.6,289
2018,5103379,34.7,275,32.7,259
2019,5103379,35.9,292,31.6,257
2010,5103403,75.7,12602,50.5,8406
2011,5103403,88.6,14009,58.1,9190
2012,5103403,90.9,14495,58.8,9380
2013,5103403,95.4,15436,84.7,13713
2014,5103403,98.1,16044,88,14389
2015,5103403,97.3,16038,87.3,14398
2016,5103403,98.7,16411,88.8,14762
2017,5103403,102,17095,89.9,15076
2018,5103403,100.3,17307,88.9,15335
2019,5103403,102.2,17789,91.4,15901
2010,5103437,94.2,147,65.4,102
2011,5103437,96.7,147,63.2,96
2012,5103437,99.4,153,67.5,104
2013,5103437,94,146,88.2,137
2014,5103437,94.2,147,91,142
2015,5103437,98.9,155,93.8,147
2016,5103437,85.1,134,81.3,128
2017,5103437,79.7,126,74.6,118
2018,5103437,87.3,142,83,135
2019,5103437,82.6,135,77.1,126
2010,5103452,88.2,283,57,183
2011,5103452,89,283,58.5,186
2012,5103452,89.8,289,55,177
2013,5103452,87.5,286,80.1,262
2014,5103452,47.9,158,42.1,139
2015,5103452,64.6,215,60.7,202
2016,5103452,67.1,225,62.6,210
2017,5103452,70.1,237,65.1,220
2018,5103452,57.5,200,52.3,182
2019,5103452,57.3,201,53.9,189
2010,5103502,109.4,757,72.7,503
2011,5103502,115,767,73.9,493
2012,5103502,92.1,621,59.1,398
2013,5103502,92.4,629,87.4,595
2014,5103502,96,658,89,610
2015,5103502,92,634,88,606
2016,5103502,97.6,676,91.9,637
2017,5103502,89.9,626,81,564
2018,5103502,92.1,660,82.2,589
2019,5103502,103.5,746,92,663
2010,5103601,79,207,51.5,135
2011,5103601,90.8,207,61,139
2012,5103601,85.9,195,52.4,119
2013,5103601,85.8,194,83.6,189
2014,5103601,88.4,199,84,189
2015,5103601,82.1,184,77.2,173
2016,5103601,96.2,215,89.9,201
2017,5103601,92.1,205,84.9,189
2018,5103601,77.4,177,72.5,166
2019,5103601,97.3,222,88.5,202
2010,5103700,86.7,416,59.8,287
2011,5103700,78.5,386,56.5,278
2012,5103700,71.7,363,49.2,249
2013,5103700,66.7,353,53.3,282
2014,5103700,60.8,331,47.4,258
2015,5103700,51.7,289,44.9,251
2016,5103700,51.5,296,46.8,269
2017,5103700,49.6,292,46.4,273
2018,5103700,52.4,318,48.5,294
2019,5103700,58.6,364,54.6,339
2010,5103809,76.3,90,47.5,56
2011,5103809,96.2,101,63.8,67
2012,5103809,86.8,92,53.8,57
2013,5103809,91.3,95,86.5,90
2014,5103809,11.7,12,11.7,12
2015,5103809,74.1,75,73.1,74
2016,5103809,100.4,100,96.4,96
2017,5103809,110,108,93.7,92
2018,5103809,82.3,83,76.4,77
2019,5103809,92.4,92,90.3,90
2010,5103858,0.7,2,0.3,1
2011,5103858,0,0,0,0
2012,5103858,40.4,114,27.3,77
2013,5103858,48.8,142,41.6,121
2014,5103858,46.1,137,43.1,128
2015,5103858,40.9,124,38.9,118
2016,5103858,50.2,155,48.6,150
2017,5103858,68.4,215,63.3,199
2018,5103858,57.5,186,52.2,169
2019,5103858,64.7,213,59.5,196
2010,5103908,23,54,11.5,27
2011,5103908,39.6,86,23.5,51
2012,5103908,70.8,155,46.1,101
2013,5103908,86.7,193,74.1,165
2014,5103908,85.8,193,68.5,154
2015,5103908,82.4,187,72.2,164
2016,5103908,81.1,183,72.2,163
2017,5103908,90.5,206,76.4,174
2018,5103908,81.5,191,65.7,154
2019,5103908,74.8,177,62.6,148
2010,5103957,81,85,56.2,59
2011,5103957,107.2,89,63.9,53
2012,5103957,92.7,76,57.3,47
2013,5103957,78.8,64,73.9,60
2014,5103957,105.5,85,101.8,82
2015,5103957,87.6,70,86.3,69
2016,5103957,100.1,79,91.2,72
2017,5103957,108.4,85,105.9,83
2018,5103957,90.7,73,84.5,68
2019,5103957,86.2,69,78.7,63
2010,5104104,72.4,748,46.2,477
2011,5104104,78.5,765,47.3,461
2012,5104104,74.7,734,45.4,446
2013,5104104,78.7,785,72.7,726
2014,5104104,86.3,869,82.3,829
2015,5104104,83.8,852,79.9,812
2016,5104104,85.6,877,82.1,841
2017,5104104,87.9,908,80.6,833
2018,5104104,86.3,917,78.5,835
2019,5104104,98.1,1052,90,965
2010,5104203,48.5,191,29.7,117
2011,5104203,45.6,171,28.5,107
2012,5104203,39.7,150,25.7,97
2013,5104203,46,176,43.7,167
2014,5104203,51.7,199,47.3,182
2015,5104203,52.6,204,49.8,193
2016,5104203,55.4,215,50.5,196
2017,5104203,43,168,39.9,156
2018,5104203,39.6,159,35.8,144
2019,5104203,49.2,199,42.7,173
2010,5104500,96.4,80,63.9,53
2011,5104500,78.2,79,42.6,43
2012,5104500,87.1,88,67.3,68
2013,5104500,66.2,68,60.4,62
2014,5104500,63.6,66,59.7,62
2015,5104500,71.5,75,62.9,66
2016,5104500,63.8,69,58.2,63
2017,5104500,59.5,65,54.9,60
2018,5104500,49.8,56,47.2,53
2019,5104500,53.7,61,52,59
2010,5104526,67.6,125,41.6,77
2011,5104526,74.7,142,44.2,84
2012,5104526,68,136,37.5,75
2013,5104526,79.5,171,73,157
2014,5104526,83,187,76.7,173
2015,5104526,79,186,72.2,170
2016,5104526,82.4,202,78.7,193
2017,5104526,88.7,226,82.5,210
2018,5104526,84.5,222,79.6,209
2019,5104526,78.2,213,73.4,200
2010,5104542,88.5,207,54.7,128
2011,5104542,98,200,60.8,124
2012,5104542,84.7,177,45.9,96
2013,5104542,92.7,202,87.2,190
2014,5104542,101.5,227,87.6,196
2015,5104542,97.2,223,86.3,198
2016,5104542,84.6,199,81.2,191
2017,5104542,74.8,180,73.6,177
2018,5104542,66.6,165,59.8,148
2019,5104542,80.5,204,76.2,193
2010,5104559,100.6,169,64.3,108
2011,5104559,104.1,153,62.6,92
2012,5104559,93.8,136,60.7,88
2013,5104559,81.5,114,74.3,104
2014,5104559,88.2,120,83,113
2015,5104559,94.4,125,91.4,121
2016,5104559,92.3,119,86.1,111
2017,5104559,117.2,147,109.2,137
2018,5104559,124.3,160,113.4,146
2019,5104559,130.7,164,122.7,154
2010,5104609,70.1,284,41.5,168
2011,5104609,79.6,305,46.2,177
2012,5104609,83.5,325,44.7,174
2013,5104609,93.6,373,86.1,343
2014,5104609,95.2,385,85,344
2015,5104609,91.4,375,83.6,343
2016,5104609,82.6,343,78.5,326
2017,5104609,92.2,388,86,362
2018,5104609,87,377,80.8,350
2019,5104609,77.7,341,73.1,321
2010,5104807,87.4,744,56.9,484
2011,5104807,94.6,736,60.9,474
2012,5104807,93.5,732,60.7,475
2013,5104807,86.5,683,83.6,660
2014,5104807,82.7,656,72.8,578
2015,5104807,85.5,682,79.4,633
2016,5104807,89.5,717,83.9,672
2017,5104807,84.4,679,76.5,615
2018,5104807,92.4,771,85.5,713
2019,5104807,93.8,787,89.3,749
2010,5104906,83.7,216,51.6,133
2011,5104906,90.7,224,63.2,156
2012,5104906,91.1,225,49.8,123
2013,5104906,87.1,217,77.8,194
2014,5104906,92.6,232,88.2,221
2015,5104906,86.7,218,81.9,206
2016,5104906,85.5,216,79.1,200
2017,5104906,85.9,218,78,198
2018,5104906,81.7,217,71.5,190
2019,5104906,79,211,72.3,193
2010,5105002,66.8,250,42.8,160
2011,5105002,86.9,286,57.1,188
2012,5105002,81.8,265,42.6,138
2013,5105002,88.1,276,82,257
2014,5105002,89.7,274,85.8,262
2015,5105002,81,241,74.3,221
2016,5105002,78.6,228,74.5,216
2017,5105002,94.1,266,87.4,247
2018,5105002,95.2,276,89.7,260
2019,5105002,95,269,83,235
2010,5105101,77,846,50.8,558
2011,5105101,79.9,837,52.9,554
2012,5105101,80.3,845,51.5,542
2013,5105101,80.1,849,76.2,808
2014,5105101,79.9,850,74.6,794
2015,5105101,77.5,828,73.2,782
2016,5105101,76.2,817,70.3,754
2017,5105101,75.8,815,69.1,743
2018,5105101,81.2,898,74.5,824
2019,5105101,88.1,979,80.1,890
2010,5105150,76.8,975,47.1,598
2011,5105150,85.9,1048,53.4,652
2012,5105150,83.1,1015,53.4,653
2013,5105150,83.3,1022,79.1,970
2014,5105150,91.8,1128,86.9,1067
2015,5105150,85.6,1052,81,996
2016,5105150,83.5,1028,79.2,975
2017,5105150,85.4,1052,78.9,972
2018,5105150,84.2,1067,76.7,972
2019,5105150,92.7,1177,84,1067
2010,5105176,53.2,253,33.2,158
2011,5105176,62.4,279,36.5,163
2012,5105176,59.4,275,37.8,175
2013,5105176,62.1,306,58.7,289
2014,5105176,57.7,296,54.2,278
2015,5105176,52.3,278,46.8,249
2016,5105176,46.6,257,44.5,245
2017,5105176,45.1,257,42.3,241
2018,5105176,45.7,268,41.1,241
2019,5105176,52.2,316,47.4,287
2010,5105200,92.4,326,70.8,250
2011,5105200,80.8,261,60.1,194
2012,5105200,98.8,319,66.9,216
2013,5105200,106.4,341,88,282
2014,5105200,115.8,369,93.2,297
2015,5105200,102.4,324,95.7,303
2016,5105200,103,324,95.1,299
2017,5105200,103,322,97.9,306
2018,5105200,96.2,309,88.1,283
2019,5105200,108.8,348,100.1,320
2010,5105234,75.1,142,53.4,101
