ano,id_municipio,taxa_bruta_matricula_pre_escola,numero_absoluto_bruto_matricula_pre_escola,taxa_liquida_matricula_pre_escola,numero_absoluto_liquido_matricula_pre_escola
2011,5105234,69.9,135,40.9,79
2012,5105234,70.6,139,47.2,93
2013,5105234,67.4,135,62.4,125
2014,5105234,76.5,155,74.5,151
2015,5105234,71.8,147,70.3,144
2016,5105234,70.5,146,64.7,134
2017,5105234,56,117,52.6,110
2018,5105234,68.4,147,61.4,132
2019,5105234,66.3,144,58.5,127
2010,5105259,121.6,1906,82.7,1297
2011,5105259,126.3,1986,88.7,1396
2012,5105259,121.5,1992,83.8,1374
2013,5105259,120,2098,91.7,1603
2014,5105259,125.5,2289,99.8,1819
2015,5105259,124,2352,100.2,1900
2016,5105259,127.7,2512,102.5,2017
2017,5105259,103.8,2113,96.8,1970
2018,5105259,114.2,2397,104.8,2199
2019,5105259,122.1,2649,112.5,2441
2010,5105309,111.2,99,42.7,38
2011,5105309,123.5,100,48.1,39
2012,5105309,98.7,78,39.2,31
2013,5105309,65.6,51,50.2,39
2014,5105309,74.3,57,73,56
2015,5105309,76.6,58,73.9,56
2016,5105309,106.9,80,64.2,48
2017,5105309,112.3,83,94.7,70
2018,5105309,67.2,51,63.2,48
2019,5105309,82.5,62,58.6,44
2010,5105507,45.1,274,28,170
2011,5105507,46.9,285,27.6,168
2012,5105507,44.5,273,27.7,170
2013,5105507,52.9,330,48.9,305
2014,5105507,52.3,329,48.6,306
2015,5105507,55.6,353,50.9,323
2016,5105507,67.1,430,60.6,388
2017,5105507,78.8,509,71.4,461
2018,5105507,75.7,503,68,452
2019,5105507,74.4,499,69.2,464
2010,5105580,20.8,89,12.6,54
2011,5105580,95.5,357,61.5,230
2012,5105580,99.2,364,66.5,244
2013,5105580,99.4,355,93.5,334
2014,5105580,96.6,338,90.9,318
2015,5105580,93.7,321,90.2,309
2016,5105580,90.3,303,85.8,288
2017,5105580,102.5,337,90.1,296
2018,5105580,105.2,355,93.1,314
2019,5105580,107.2,355,99.7,330
2010,5105606,93.8,451,62.2,299
2011,5105606,100.7,439,64.9,283
2012,5105606,89.8,398,58.9,261
2013,5105606,96.7,439,91.2,414
2014,5105606,86.1,397,80.9,373
2015,5105606,92.7,434,88.3,413
2016,5105606,99.4,472,93.8,445
2017,5105606,98.1,472,89.6,431
2018,5105606,108.2,536,101,500
2019,5105606,123.6,621,111.7,561
2010,5105622,71.9,577,43.3,348
2011,5105622,74.7,602,44.5,359
2012,5105622,71.9,584,46.6,378
2013,5105622,77.9,640,73.1,601
2014,5105622,80.9,670,76,629
2015,5105622,80.4,670,75.5,629
2016,5105622,81.5,685,76,639
2017,5105622,78,660,71.8,608
2018,5105622,81.9,713,75.2,655
2019,5105622,81.9,718,75.4,661
2010,5105903,112.5,623,81.4,451
2011,5105903,93.8,469,63,315
2012,5105903,100.6,503,65,325
2013,5105903,92.6,463,86.4,432
2014,5105903,96.6,482,91.9,459
2015,5105903,98.3,490,94.7,472
2016,5105903,101.4,505,95.2,474
2017,5105903,98.4,489,92.3,459
2018,5105903,102.9,526,97.6,499
2019,5105903,111.1,568,102.7,525
2010,5106000,89.6,173,63.2,122
2011,5106000,98,195,66.8,133
2012,5106000,87.8,173,48.2,95
2013,5106000,85.2,165,78.5,152
2014,5106000,74.8,143,69,132
2015,5106000,74.7,141,70,132
2016,5106000,89.1,166,84.8,158
2017,5106000,82.1,151,73.4,135
2018,5106000,79.4,150,73,138
2019,5106000,95.3,178,87.8,164
2010,5106109,79.7,310,55,214
2011,5106109,84,294,56.6,198
2012,5106109,88.5,309,58.5,204
2013,5106109,102.2,355,97.3,338
2014,5106109,98.6,341,91.1,315
2015,5106109,88,303,82.8,285
2016,5106109,99.1,375,95.2,360
2017,5106109,110,415,99.9,377
2018,5106109,95.6,382,88.5,354
2019,5106109,92.7,370,82.9,331
2010,5106158,77.4,288,47.6,177
2011,5106158,78.3,271,44.8,155
2012,5106158,77.7,276,45.9,163
2013,5106158,92.7,345,87.9,327
2014,5106158,91.5,351,85.8,329
2015,5106158,71.2,281,65.9,260
2016,5106158,71.8,291,66.8,271
2017,5106158,72.6,302,67.1,279
2018,5106158,70.7,303,66.3,284
2019,5106158,81,356,73.1,321
2010,5106174,31.1,50,16.8,27
2011,5106174,31.6,56,21.5,38
2012,5106174,28.8,53,15.8,29
2013,5106174,31.8,61,31.3,60
2014,5106174,23.9,47,23.9,47
2015,5106174,21.8,44,21.8,44
2016,5106174,21.8,45,21.3,44
2017,5106174,56.4,119,51.2,108
2018,5106174,29,63,26.7,58
2019,5106174,67.1,149,54.5,121
2010,5106182,38.6,86,11.2,25
2011,5106182,71.1,160,42.2,95
2012,5106182,67.5,154,39,89
2013,5106182,60.4,142,56.1,132
2014,5106182,64.7,155,61.7,148
2015,5106182,65.1,159,61.8,151
2016,5106182,66,166,60.8,153
2017,5106182,82.9,212,75,192
2018,5106182,64.9,171,58.8,155
2019,5106182,71.6,192,64.9,174
2010,5106190,90.7,107,63.6,75
2011,5106190,78.6,88,41.1,46
2012,5106190,72.8,83,50.9,58
2013,5106190,93.1,107,85.3,98
2014,5106190,78.8,91,70.2,81
2015,5106190,90.5,105,87.1,101
2016,5106190,86.7,101,80.7,94
2017,5106190,92.3,108,84.6,99
2018,5106190,89.8,108,81.5,98
2019,5106190,105,127,97.6,118
2010,5106208,89.1,123,69.6,96
2011,5106208,91.2,124,54.4,74
2012,5106208,100.8,133,67.4,89
2013,5106208,91.1,116,87.9,112
2014,5106208,77.4,96,74.2,92
2015,5106208,78.7,95,75.4,91
2016,5106208,80.7,95,79,93
2017,5106208,86.3,99,81.1,93
2018,5106208,98.6,116,96,113
2019,5106208,102,117,94.1,108
2010,5106216,51.6,198,23.4,90
2011,5106216,65.9,253,38.8,149
2012,5106216,73.2,281,44,169
2013,5106216,80,309,76.4,295
2014,5106216,75.9,294,71.5,277
2015,5106216,82.9,322,78,303
2016,5106216,94,365,89.1,346
2017,5106216,87.3,340,81.7,318
2018,5106216,87.2,349,82.4,330
2019,5106216,89.8,361,84.1,338
2010,5106224,83.8,954,54.9,625
2011,5106224,87.7,956,52.4,571
2012,5106224,86.1,976,53.5,607
2013,5106224,93.9,1136,88.7,1073
2014,5106224,100.8,1271,96.1,1211
2015,5106224,104,1362,99.2,1299
2016,5106224,106.7,1449,101.2,1375
2017,5106224,107.4,1509,99,1392
2018,5106224,109.5,1586,101.1,1465
2019,5106224,116.6,1746,106,1587
2010,5106232,84.7,539,55,350
2011,5106232,87.9,546,54.6,339
2012,5106232,84.1,529,55.8,351
2013,5106232,85.3,549,78.6,506
2014,5106232,78.3,511,73.2,478
2015,5106232,69.5,460,64.6,428
2016,5106232,69.6,467,64.8,435
2017,5106232,68.3,464,62.5,425
2018,5106232,75.2,526,68.8,481
2019,5106232,73,517,65.5,464
2010,5106240,80.7,301,52.3,195
2011,5106240,89.1,319,56.4,202
2012,5106240,77.7,286,44.6,164
2013,5106240,78.7,303,73.8,284
2014,5106240,76.7,304,72.9,289
2015,5106240,73.4,299,69,281
2016,5106240,78.3,327,74.9,313
2017,5106240,75,321,71.9,308
2018,5106240,78,344,69.2,305
2019,5106240,86.7,392,79.7,360
2010,5106257,72.6,402,48.4,268
2011,5106257,67.6,396,39.4,231
2012,5106257,68.5,404,43.4,256
2013,5106257,69.5,415,60,358
2014,5106257,73.4,441,64.8,389
2015,5106257,72.2,436,64.4,389
2016,5106257,68.1,414,62.2,378
2017,5106257,75.6,462,69.4,424
2018,5106257,84.6,532,76.6,482
2019,5106257,90.3,572,83.4,528
2010,5106265,76.4,194,41.7,106
2011,5106265,76.6,180,49.4,116
2012,5106265,74.8,181,45,109
2013,5106265,68.9,173,65.3,164
2014,5106265,77.7,200,72.3,186
2015,5106265,78.2,206,74.4,196
2016,5106265,68.7,185,64.3,173
2017,5106265,64,176,60.7,167
2018,5106265,73.5,208,69.2,196
2019,5106265,78.5,227,72.7,210
2010,5106273,72.8,75,42.7,44
2011,5106273,75.3,73,43.3,42
2012,5106273,78.8,78,48.5,48
2013,5106273,79.2,79,67.1,67
2014,5106273,82.9,83,75.9,76
2015,5106273,80.5,81,67.6,68
2016,5106273,81.2,82,75.2,76
2017,5106273,81.9,83,74,75
2018,5106273,77.7,81,70,73
2019,5106273,89.8,94,79.3,83
2010,5106281,100,188,72.3,136
2011,5106281,104,184,64.4,114
2012,5106281,99.4,173,55.2,96
2013,5106281,103,173,92.2,155
2014,5106281,105.7,173,101.4,166
2015,5106281,112.9,180,109.8,175
2016,5106281,107.2,167,100.8,157
2017,5106281,126.6,192,116,176
2018,5106281,139.4,217,129.1,201
2019,5106281,134.9,205,124.4,189
2010,5106299,59.6,190,39.8,127
2011,5106299,76.2,243,50.2,160
2012,5106299,80,256,43.1,138
2013,5106299,78.4,252,74.9,241
2014,5106299,92.5,298,88.5,285
2015,5106299,81.5,263,75.9,245
2016,5106299,94.6,306,89,288
2017,5106299,96.3,312,88,285
2018,5106299,89.7,299,81.9,273
2019,5106299,96.4,322,87.1,291
2010,5106307,70,488,42.8,298
2011,5106307,82.5,555,50.4,339
2012,5106307,76.4,523,47.4,325
2013,5106307,77.6,545,71.9,505
2014,5106307,85.5,610,81.9,584
2015,5106307,89.2,646,82.2,595
2016,5106307,95.9,704,88,646
2017,5106307,90.5,674,82.2,612
2018,5106307,89.4,685,80.9,620
2019,5106307,91.4,710,80.7,627
2010,5106315,104,78,68,51
2011,5106315,107.6,85,65.8,52
2012,5106315,87.8,72,65.9,54
2013,5106315,64,55,62.8,54
2014,5106315,67.7,60,60.9,54
2015,5106315,70.1,64,59.2,54
2016,5106315,62.9,59,50.1,47
2017,5106315,63.4,61,55.1,53
2018,5106315,57.5,57,55.5,55
2019,5106315,57,58,45.2,46
2010,5106372,77.2,400,50.6,262
2011,5106372,89.9,429,54.5,260
2012,5106372,87.6,422,56.2,271
2013,5106372,92.2,452,87.1,427
2014,5106372,90.7,449,87.3,432
2015,5106372,92.2,461,88.6,443
2016,5106372,89.9,453,85.5,431
2017,5106372,94.2,479,89.9,457
2018,5106372,99,518,89.4,468
2019,5106372,104.8,554,95.8,506
2010,5106422,61.9,711,39,448
2011,5106422,72,793,45.6,502
2012,5106422,76,847,48.9,545
2013,5106422,76.3,866,70.8,803
2014,5106422,77.1,885,72.7,834
2015,5106422,79.4,921,72.8,845
2016,5106422,74.9,882,69.3,816
2017,5106422,78.6,934,71.8,853
2018,5106422,79.7,975,74,905
2019,5106422,88.2,1090,78.4,969
2010,5106455,79.8,87,50.5,55
2011,5106455,98,97,60.6,60
2012,5106455,96.9,95,61.2,60
2013,5106455,107.9,105,102.8,100
2014,5106455,97.3,94,89,86
2015,5106455,88.6,85,83.4,80
2016,5106455,83.2,79,74.7,71
2017,5106455,93.2,88,79.4,75
2018,5106455,89.7,87,83.5,81
2019,5106455,99.5,96,94.3,91
2010,5106505,55.7,619,36,400
2011,5106505,73.8,779,47.7,504
2012,5106505,70.8,750,46.1,489
2013,5106505,77.8,828,73.5,782
2014,5106505,86.2,918,82.5,879
2015,5106505,86.3,920,80.3,857
2016,5106505,90.6,969,83,887
2017,5106505,84.8,908,77.7,832
2018,5106505,86.1,936,78,848
2019,5106505,91.7,1000,84.2,918
2010,5106653,76.7,122,52.2,83
2011,5106653,86,141,57.9,95
2012,5106653,79.8,134,48.8,82
2013,5106653,58,101,57.4,100
2014,5106653,50.5,90,49.3,88
2015,5106653,53.7,98,52.6,96
2016,5106653,61.7,115,59.1,110
2017,5106653,62.6,119,55.2,105
2018,5106653,67.4,132,61.3,120
2019,5106653,64.6,129,58.1,116
2010,5106703,94,47,68,34
2011,5106703,100,47,70.2,33
2012,5106703,97.8,45,71.7,33
2013,5106703,100.2,45,98,44
2014,5106703,90.8,40,86.2,38
2015,5106703,80.9,35,76.3,33
2016,5106703,84.8,36,82.4,35
2017,5106703,100.7,42,98.3,41
2018,5106703,121.4,52,119,51
2019,5106703,128.1,54,125.7,53
2010,5106752,55,809,33,486
2011,5106752,53.6,758,26.9,381
2012,5106752,57.6,820,31.5,449
2013,5106752,56.6,816,51.8,747
2014,5106752,67.6,983,63.6,924
2015,5106752,66.6,975,61.1,895
2016,5106752,74.9,1104,64.9,956
2017,5106752,83.3,1236,71.2,1057
2018,5106752,89.4,1365,76.6,1169
2019,5106752,81.5,1253,68.8,1058
2010,5106778,63.3,259,40.1,164
2011,5106778,74,291,47.6,187
2012,5106778,65.5,262,38.8,155
2013,5106778,63,258,59.1,242
2014,5106778,69,287,65.6,273
2015,5106778,66.1,279,62.6,264
2016,5106778,60.8,260,56.8,243
2017,5106778,65.3,283,63,273
2018,5106778,72.2,322,65,290
2019,5106778,66.3,300,61.7,279
2010,5106802,76.3,161,49.3,104
2011,5106802,83.2,163,51.5,101
2012,5106802,70.1,136,44.3,86
2013,5106802,65.3,126,63.2,122
2014,5106802,78.6,151,75,144
2015,5106802,74.9,143,69.6,133
2016,5106802,72.6,138,67.3,128
2017,5106802,68.7,130,65,123
2018,5106802,72,140,65.8,128
2019,5106802,77.9,151,69.7,135
2010,5106828,59.4,244,38.2,157
2011,5106828,60.8,237,37.7,147
2012,5106828,63.5,250,38.1,150
2013,5106828,65.2,260,59.7,238
2014,5106828,73.3,294,69.5,279
2015,5106828,70.8,286,65.1,263
2016,5106828,75.8,308,71.6,291
2017,5106828,74.9,306,67.8,277
2018,5106828,77.1,324,69.5,292
2019,5106828,80.1,339,71.1,301
2010,5106851,75.6,93,50.4,62
2011,5106851,79.6,82,49.5,51
2012,5106851,101,100,65.7,65
2013,5106851,108.3,103,104.1,99
2014,5106851,110.5,102,105.1,97
2015,5106851,104.9,94,98.2,88
2016,5106851,94.3,82,87.4,76
2017,5106851,99.6,84,96,81
2018,5106851,112.1,97,106.3,92
2019,5106851,114.2,96,109.5,92
2010,5107008,69.6,407,46.2,270
2011,5107008,77,392,48.7,248
2012,5107008,70.6,355,44.1,222
2013,5107008,75.7,374,71.7,354
2014,5107008,83.4,406,77.9,379
2015,5107008,84.4,405,78.6,377
2016,5107008,83.3,394,77.1,365
2017,5107008,93.9,438,85.3,398
2018,5107008,81.8,392,76.6,367
2019,5107008,83.2,394,76.7,363
2010,5107040,86.1,1486,51.5,889
2011,5107040,94.4,1611,54.5,931
2012,5107040,96,1668,57.2,994
2013,5107040,95.6,1709,85.4,1526
2014,5107040,93.2,1697,83.6,1522
2015,5107040,103.9,1924,93.8,1736
2016,5107040,113.1,2129,102.3,1926
2017,5107040,116.6,2228,105.2,2011
2018,5107040,119,2341,107.8,2122
2019,5107040,126.9,2538,114.7,2293
2010,5107065,71.7,355,46.1,228
2011,5107065,69.2,362,47.2,247
2012,5107065,70.9,383,46.1,249
2013,5107065,78.1,444,71.6,407
2014,5107065,84.8,498,78.7,462
2015,5107065,79.4,481,73.6,446
2016,5107065,85.9,536,79.8,498
2017,5107065,87.9,564,81.4,522
2018,5107065,90,595,81.3,537
2019,5107065,99.3,674,92.9,631
2010,5107107,89.4,515,59.2,341
2011,5107107,103.2,514,64.3,320
2012,5107107,84.3,420,54.8,273
2013,5107107,91.8,455,83.9,416
2014,5107107,96.7,477,90.4,446
2015,5107107,96,471,89.2,438
2016,5107107,74.7,365,69.6,340
2017,5107107,88,428,79.4,386
2018,5107107,87.4,437,80.8,404
2019,5107107,94.3,470,88.5,441
2010,5107156,72.4,55,46.1,35
2011,5107156,79.7,63,53.2,42
2012,5107156,69.2,54,67.9,53
2013,5107156,85.3,67,77.7,61
2014,5107156,96.5,76,88.9,70
2015,5107156,96.1,76,92.3,73
2016,5107156,97.1,77,88.3,70
2017,5107156,93,74,85.5,68
2018,5107156,72.1,59,68.5,56
2019,5107156,76.7,63,73.1,60
2010,5107180,58.2,199,49.7,170
2011,5107180,64,203,52.7,167
2012,5107180,61.7,198,37.4,120
2013,5107180,57.3,188,56.7,186
2014,5107180,62.6,208,58.7,195
2015,5107180,65.1,219,61.5,207
2016,5107180,82.2,280,76.6,261
2017,5107180,79.7,275,71.9,248
2018,5107180,82,291,76.4,271
2019,5107180,85.2,306,80.4,289
2010,5107198,103,68,65.2,43
2011,5107198,100,57,70.2,40
2012,5107198,103.4,61,74.6,44
2013,5107198,102.2,61,93.8,56
2014,5107198,129.8,78,129.8,78
2015,5107198,128.9,78,114,69
2016,5107198,103.4,63,101.8,62
2017,5107198,110.9,68,102.8,63
2018,5107198,131.6,83,126.8,80
2019,5107198,125.9,80,105.4,67
2010,5107206,87.6,141,49.7,80
2011,5107206,44.7,68,28.3,43
2012,5107206,69.1,105,48,73
2013,5107206,72.4,110,69.1,105
2014,5107206,81.1,123,79.8,121
2015,5107206,82,124,79.3,120
2016,5107206,98.1,148,92.8,140
2017,5107206,95.6,144,93.7,141
2018,5107206,90.5,140,85.9,133
2019,5107206,82.8,128,78.2,121
2010,5107248,83.4,141,56.2,95
2011,5107248,118.8,164,68.1,94
2012,5107248,105.8,147,68.3,95
2013,5107248,94.3,133,89.4,126
2014,5107248,91.4,130,83,118
2015,5107248,92,132,85,122
2016,5107248,102.4,148,94.1,136
2017,5107248,102.3,149,92.6,135
2018,5107248,81.4,122,75.4,113
2019,5107248,109.1,165,101.8,154
2010,5107263,69.2,72,49,51
2011,5107263,72.6,69,46.3,44
2012,5107263,78.9,75,52.6,50
2013,5107263,69.1,66,64.9,62
2014,5107263,66.9,64,60.6,58
2015,5107263,51.1,49,48,46
2016,5107263,50,48,48.9,47
2017,5107263,84.1,81,74.8,72
2018,5107263,83.9,83,79.8,79
2019,5107263,77.5,77,74.5,74
2010,5107297,85.1,63,67.6,50
2011,5107297,90.6,77,56.5,48
2012,5107297,75.9,66,55.2,48
2013,5107297,90.3,80,77.9,69
2014,5107297,62.5,56,62.5,56
2015,5107297,34.2,31,32,29
2016,5107297,87.3,80,70.9,65
2017,5107297,81,75,78.9,73
2018,5107297,73.5,70,66.1,63
2019,5107297,70.7,68,56.1,54
2010,5107305,60.8,369,32.5,197
2011,5107305,48.8,281,16.7,96
2012,5107305,46.1,270,16,94
2013,5107305,65.2,394,57.3,346
2014,5107305,85,524,76.8,473
2015,5107305,73.1,459,69.5,436
2016,5107305,69.8,446,64.9,415
2017,5107305,67.1,436,63.1,410
2018,5107305,73.5,492,67.7,453
2019,5107305,77.8,530,68.3,465
2010,5107354,76,174,54.1,124
2011,5107354,87.1,183,54.3,114
2012,5107354,83.4,176,55.5,117
2013,5107354,84.6,180,79.9,170
2014,5107354,84.8,181,79.2,169
2015,5107354,89.1,191,83,178
2016,5107354,85.5,184,79,170
2017,5107354,87.5,189,82.4,178
2018,5107354,87.8,195,82.4,183
2019,5107354,98.6,220,88.3,197
2010,5107404,80.5,136,50.9,86
2011,5107404,90.7,136,57.3,86
2012,5107404,76.2,115,47,71
2013,5107404,74.7,115,72.1,111
2014,5107404,66.1,103,41.1,64
2015,5107404,79.3,125,57.1,90
2016,5107404,88.5,141,60.9,97
2017,5107404,83.2,134,58.4,94
2018,5107404,67,111,54.3,90
2019,5107404,71,119,64.4,108
2010,5107578,99.3,143,53.5,77
2011,5107578,84.7,138,43.6,71
2012,5107578,90.9,149,52.4,86
2013,5107578,74.5,124,71.5,119
2014,5107578,89.3,150,74.4,125
2015,5107578,80.9,137,63.2,107
2016,5107578,53.9,92,50.4,86
2017,5107578,60.4,104,52.3,90
2018,5107578,52.5,93,49.7,88
2019,5107578,63.2,113,59.3,106
2010,5107602,69.3,4234,43.8,2674
2011,5107602,77.6,4561,47.2,2776
2012,5107602,80.8,4832,52.9,3163
2013,5107602,87.2,5357,81,4981
2014,5107602,89.8,5617,83.9,5250
2015,5107602,94.4,6005,86.8,5522
2016,5107602,96.5,6244,87.9,5686
2017,5107602,97.3,6395,84.8,5573
2018,5107602,101,6832,86.6,5855
2019,5107602,102.4,7038,88.9,6106
2010,5107701,68.3,395,41.9,242
2011,5107701,70.4,373,44,233
2012,5107701,75.5,397,47.7,251
2013,5107701,79.3,414,69.5,363
2014,5107701,52.8,274,47.3,245
2015,5107701,61.9,319,55.9,288
2016,5107701,77,393,62.7,320
2017,5107701,91.6,465,73.5,373
2018,5107701,70.4,364,63.6,329
2019,5107701,81.4,419,76.9,396
2010,5107743,84.5,60,52.1,37
2011,5107743,83.1,64,51.9,40
2012,5107743,75,60,48.8,39
2013,5107743,81.9,69,74.8,63
2014,5107743,89.5,78,82.6,72
2015,5107743,71.1,64,63.4,57
2016,5107743,62.6,58,55,51
2017,5107743,76.6,73,70.3,67
2018,5107743,80.4,79,74.3,73
2019,5107743,69.3,70,68.3,69
2010,5107750,47.5,57,28.3,34
2011,5107750,66.4,73,38.2,42
2012,5107750,62,67,37,40
2013,5107750,77.3,81,76.3,80
2014,5107750,90.8,93,86.9,89
2015,5107750,78.9,79,77.9,78
2016,5107750,82.8,81,78.7,77
2017,5107750,73.1,70,69,66
2018,5107750,88.5,87,85.5,84
2019,5107750,102.9,99,99.8,96
2010,5107768,102,101,63.6,63
2011,5107768,93.9,92,59.2,58
2012,5107768,89.1,90,54.5,55
2013,5107768,82.4,88,81.4,87
2014,5107768,94.8,105,91.2,101
2015,5107768,77.7,89,72.4,83
2016,5107768,96.3,114,89.6,106
2017,5107768,89.4,109,83.6,102
2018,5107768,90.7,114,84.3,106
2019,5107768,88.1,114,78.8,102
2010,5107776,21,66,17.2,54
2011,5107776,44.7,135,33.1,100
2012,5107776,64.8,197,41.1,125
2013,5107776,61.4,190,56.5,175
2014,5107776,61.6,193,56.8,178
2015,5107776,52.4,166,49.3,156
2016,5107776,53.7,172,49.4,158
2017,5107776,77.6,251,69.3,224
2018,5107776,69.4,231,61.9,206
2019,5107776,65.7,221,59.8,201
2010,5107792,91,131,62.5,90
2011,5107792,106.9,139,74.6,97
2012,5107792,117.2,157,67.2,90
2013,5107792,98,139,52.9,75
2014,5107792,101.9,150,70,103
2015,5107792,116.8,178,86.6,132
2016,5107792,104.5,164,70.7,111
2017,5107792,79.7,129,71.7,116
2018,5107792,81,135,69.6,116
2019,5107792,85,146,79.2,136
2010,5107800,59.5,380,39.6,253
2011,5107800,81.3,487,54.1,324
2012,5107800,84.7,514,51.6,313
2013,5107800,79.6,493,71.4,442
2014,5107800,79.3,484,73.4,448
2015,5107800,86.9,537,78.7,486
2016,5107800,113.5,662,95.3,556
2017,5107800,102.5,605,78.3,462
2018,5107800,111.5,588,91,480
2019,5107800,101.8,543,86.2,460
2010,5107859,69,289,42,176
2011,5107859,88.1,333,46.3,175
2012,5107859,75.1,286,40.7,155
2013,5107859,72,278,59,228
2014,5107859,62.2,242,58.1,226
2015,5107859,59.4,233,56.3,221
2016,5107859,61,241,56.7,224
2017,5107859,63,251,57.3,228
2018,5107859,64,262,58.3,239
2019,5107859,65.6,271,61.5,254
2010,5107875,90.1,643,61.5,439
2011,5107875,94.5,652,57.5,397
2012,5107875,98.1,704,63.5,456
2013,5107875,95.1,728,88.6,678
2014,5107875,91.4,729,85.8,684
2015,5107875,92.8,769,87.3,723
2016,5107875,93.1,800,88,756
2017,5107875,91.3,811,82.9,737
2018,5107875,93,852,86.2,790
2019,5107875,100.1,947,92.9,879
2010,5107883,0,0,0,0
2011,5107883,0,0,0,0
2012,5107883,61.9,26,31,13
2013,5107883,113.2,49,99.3,43
2014,5107883,113.2,50,77,34
2015,5107883,82.2,37,71.1,32
2016,5107883,80.8,37,69.8,32
2017,5107883,45,21,36.5,17
2018,5107883,131.2,63,108.3,52
2019,5107883,124.9,61,108.5,53
2010,5107909,70.7,2730,44.5,1717
2011,5107909,79.6,2944,47.7,1763
2012,5107909,79.4,3008,46.5,1762
2013,5107909,85.3,3361,77.7,3063
2014,5107909,86.9,3514,79,3194
2015,5107909,103.4,4284,82.7,3424
2016,5107909,113,4789,89.2,3778
2017,5107909,96.3,4170,86,3727
2018,5107909,98.7,4404,89.6,3996
2019,5107909,107.3,4889,96.8,4413
2010,5107925,86.7,2086,57.4,1382
2011,5107925,95.5,2257,61.4,1450
2012,5107925,88,2148,54.9,1340
2013,5107925,92.2,2376,83,2139
2014,5107925,91.9,2451,83.3,2220
2015,5107925,92,2533,84.5,2327
2016,5107925,100,2841,89.6,2545
2017,5107925,100.7,2945,90.2,2636
2018,5107925,104.6,3151,94.9,2860
2019,5107925,115.9,3591,106.4,3296
2010,5107941,86.3,264,51,156
2011,5107941,89.6,258,55.2,159
2012,5107941,83.9,239,58.6,167
2013,5107941,97.7,275,90.2,254
2014,5107941,87.5,244,81.4,227
2015,5107941,96.7,267,90.9,251
2016,5107941,110.4,302,102,279
2017,5107941,104.5,283,97.1,263
2018,5107941,112.5,313,104.2,290
2019,5107941,123.5,341,112.3,310
2010,5107958,72.9,1998,46.5,1274
2011,5107958,75.7,2000,47.1,1245
2012,5107958,78.2,2112,50.3,1359
2013,5107958,79.6,2227,74.1,2073
2014,5107958,82.2,2352,77,2203
2015,5107958,81.5,2382,76.1,2224
2016,5107958,82.8,2487,77.2,2318
2017,5107958,78.6,2407,72.6,2223
2018,5107958,77.9,2458,71.5,2254
2019,5107958,81.6,2625,74,2380
2010,5108006,89.2,256,58.2,167
2011,5108006,90.3,279,58.3,180
2012,5108006,87.7,278,51.4,163
2013,5108006,100.7,335,92.6,308
2014,5108006,108.7,373,98.2,337
2015,5108006,94.8,335,87.5,309
2016,5108006,91.3,331,81.9,297
2017,5108006,93.8,349,86,320
2018,5108006,100.1,384,94.7,363
2019,5108006,105,413,93.3,367
2010,5108055,68.5,207,49.7,150
2011,5108055,69.3,205,37.8,112
2012,5108055,74.3,217,52.7,154
2013,5108055,72.9,207,69.1,196
2014,5108055,83.9,233,80.7,224
2015,5108055,90.2,245,85.4,232
2016,5108055,103,270,93.8,246
2017,5108055,109.1,280,96.6,248
2018,5108055,109.7,289,98.3,259
2019,5108055,112.7,291,104.9,271
2010,5108105,58.8,57,42.3,41
2011,5108105,76,73,51,49
2012,5108105,71.4,70,38.8,38
2013,5108105,58.7,58,56.7,56
2014,5108105,58.4,58,53.4,53
2015,5108105,66.2,66,62.2,62
2016,5108105,66.3,69,62.5,65
2017,5108105,58.4,61,50.7,53
2018,5108105,57.7,62,54.9,59
2019,5108105,53.7,58,48.2,52
2010,5108204,91.4,96,66.7,70
2011,5108204,81.6,80,44.9,44
2012,5108204,74.2,72,51.5,50
2013,5108204,76.1,72,70.8,67
2014,5108204,91.6,85,81.9,76
2015,5108204,83.5,76,80.2,73
2016,5108204,87.3,78,81.7,73
2017,5108204,69.6,61,63.9,56
2018,5108204,81.1,73,74.4,67
2019,5108204,82.5,73,75.7,67
2010,5108303,86.3,138,58.8,94
2011,5108303,94.7,126,56.4,75
2012,5108303,78.9,105,48.1,64
2013,5108303,93.1,122,87.8,115
2014,5108303,96.6,125,90.4,117
2015,5108303,94.7,121,90,115
2016,5108303,92.6,117,83.1,105
2017,5108303,78.5,98,73.7,92
2018,5108303,88.1,113,80.3,103
2019,5108303,104.8,133,96.2,122
2010,5108352,47.9,46,28.1,27
2011,5108352,44.8,43,28.1,27
2012,5108352,57.3,55,36.5,35
2013,5108352,75,72,75,72
2014,5108352,61.6,59,57.4,55
2015,5108352,75.3,72,66.9,64
2016,5108352,106.4,102,99.1,95
2017,5108352,109.8,105,102.5,98
2018,5108352,85.4,84,80.3,79
2019,5108352,73.2,72,64.1,63
2010,5108402,76.2,6702,48.7,4284
2011,5108402,87.4,7145,54,4416
2012,5108402,86.1,7114,53.6,4428
2013,5108402,86.6,7281,77.4,6508
2014,5108402,82.3,7002,74.5,6332
